name,address,birthdate,phone
Ryan Cooper,453 E 140th St,1988-04-17,838-555-1760
Jennifer Moore,33-26 73rd St,1998-03-27,838-802-8274
Roberto Santiago,203 Murray St,1951-07-27,914-858-5775
Christina Mayer,611 Thomas S Boyland St,1981-09-02,680-660-7115
Ian Ellis,106-31 63rd Ave,1972-06-07,315-920-1921
Joseph Rodriguez,2741 NE 6th Way,1992-02-25,619-209-0246
Kendra Smith,4135-3 Amboy Rd,1988-11-03,315-464-3435
Jennifer Bennett,2013 SW 9th Way,1953-09-14,707-731-1088
Juan Fitzgerald,48-35 98th Pl,1995-04-18,838-937-5113
Brian Steele,212-32 Carson St,1962-05-29,516-279-1459
Thomas Melendez,3363 Park Pl E,1952-06-09,971-636-9374
Vanessa Garcia,546 W 160th St,1962-11-19,516-352-4395
Jill Michele Walker,488 Ridgewood Ave,1989-08-04,914-747-5936
Benjamin Landry,85A W Fordham Rd,1947-07-23,516-332-0111
Crystal Peters,40-36 247th St,1969-10-17,716-266-8985
Stanley Wilson,369 E 204th St,1940-08-18,516-946-5998
Zachary Walker Jr.,599-14 Gates Ave,1951-03-15,716-822-8773
Jonathan Robertson,314 Moffat St,1974-04-16,332-458-6204
Stephanie Williams,2563 13th Dr S,1970-05-20,234-973-5584
Morgan Silva,1199A Lexington Ave,1952-12-04,332-600-0816
Sam Burns,1951 Magnolia Dr W,1990-09-05,318-916-3582
David Thompson,163F Main St,1984-08-23,516-630-5203
Roger Jones,256A Riverdale Ave,1988-03-07,516-349-6855
Heather Bauer,3178 NE Park Dr,1972-10-26,469-389-4066
Corey Rasmussen,143-76 26th Ave,1995-11-21,516-945-1006
Tina Carroll,4877 W Park Dr,1962-09-05,447-279-1346
Anthony Morse,2132-2 E 14th St,1977-09-16,315-638-5442
Robert Hansen,108 Park Pl,1997-02-28,714-866-1008
Norman Smith,768 Meeker Ave,1977-11-20,315-693-8430
Valerie King,85 St Marks Ave,1976-03-25,646-267-9666
Gregory Jones,1399 Main Ave,1961-06-20,385-830-7687
Nick Greene,1750 Barnes Ave,1952-10-19,516-655-1353
Michael Estes,1820 Mcgraw Ave,1961-05-22,315-545-3237
Joshua Rogers,4A Defoe Pl,1938-10-09,914-687-1424
Albert Andrews,486D W 125th St,1996-02-28,516-314-1584
Thomas Waters,4161 Park Rd,1949-05-22,667-537-8113
Charles Rios,489 W Elm St,1960-06-05,740-768-8797
Charles Miller II,2996 Maple Ln,1982-12-21,717-611-2713
Holly Johnston,243 Kell Ave,1976-09-10,516-658-1853
Justin Cunningham,176B Utica Ave,1989-07-28,838-354-6288
Edgar Bush,1323 Ocean Ave,1997-12-25,347-937-7006
Angela Swanson,2618 S Cedar Rd,1936-01-25,734-806-1728
Peggy Ellis,7214 Shore Rd,1968-04-12,716-361-1188
Jenna Hernandez,133½ St Felix St,1993-05-07,585-633-2184
Erica Susan Collins,39-1 Prince St,1997-01-27,917-569-6063
Grant Moore,25-67 77th St,1964-12-03,516-899-4785
Vicki Benitez,4648 NE Park Ln,1998-05-08,682-884-3589
Reginald Simpson,1523 39th St,1952-09-03,646-945-4104
Peter Fowler,2567 NE Apache Way,2000-09-19,928-514-6369
Jennifer Case,46 Pendleton Pl,1999-02-22,838-390-1549
Sonia Stevenson,313 Convent Ave,1989-07-11,914-571-5235
Stacy Stephenson,546 Bay Ridge Pkwy,1998-12-18,347-322-5724
Lauren Rocha,1426 E 19th Pl,1989-08-01,813-287-9293
David Copeland,1389A Edward L Grant Highway,1960-11-20,838-712-6849
Marc Rowe,177B Detroit Ave,1961-05-07,516-277-9793
Madison House,154A W 11th St,1968-05-10,332-934-0912
Hailey Pacheco,3748 Broadway,2000-04-11,585-312-2303
Tara Caldwell,41-20 156th St,1994-11-08,347-396-8566
Stephen Wilson,51 Maple Way W,1950-01-12,610-433-8324
Anthony Price,48-19 67th St,1966-11-22,838-291-2892
Marc Larsen,62N Elizabeth St,1980-09-26,315-754-9198
Alexandra Sarah Brock,4019½ Broadway,1965-01-08,914-879-0194
Meghan Horn,3019 90th Rd W,1989-05-12,561-976-1305
Cody Sexton,960 W Maple Rd,1941-03-19,412-238-7318
April Freeman,269 W 60th St,1988-03-21,516-879-7415
Mark Moss,867 8th Ave,1983-09-02,838-979-4266
Jessica White,65½ Summit St,1987-03-03,516-537-4683
Anthony Monroe,65½ York Ave,1986-08-29,914-772-4918
Emily Jill Donovan,1094 Park Ln,1964-01-06,702-239-5597
Breanna Sanchez,1850 SW Park Ave,1936-01-11,707-541-2419
Kevin Ho,2711 Bedford Ave,1956-02-28,646-279-8295
Matthew White,412 E 50th St,1958-02-12,914-302-5534
Crystal Crawford,109-61 101st St,1989-02-19,838-558-9711
Gregory Brown,1047A Seneca Ave,1987-09-07,315-975-3099
Renee Young,1098 SE 8th St,1967-10-04,404-770-5182
Monica Sharp,94-44 76th St,1960-02-04,585-270-6687
Kendra Hensley,1655B Lexington Ave,1987-03-04,315-587-3851
Katherine Larson,2422 5th Pl NW,1959-07-30,678-439-1569
Lisa Henderson,78-8 19th Rd,1981-04-12,347-354-3346
Angela Moreno,646 Chauncey St,1953-05-09,716-870-1779
Steven Edwards,142-4 38th Ave,1960-01-09,516-751-3735
Christopher Davis,57-13 Hewlett St,1999-03-03,315-770-4501
Danielle Brooks,241 Wadsworth Ave,1992-04-27,838-732-3180
Vincent Choi,1000-79 Dickens St,1983-01-16,934-723-5710
Austin Williams,855A Washington Ave,1983-08-02,315-843-4695
Richard Tucker,72-10 80th St,1993-05-15,607-324-4301
Victoria Robinson,1230B Zerega Ave,1981-08-23,212-759-6221
Daniel Johnson,1023½ Amsterdam Ave,1999-09-02,838-374-1368
Allison Young,1323B Clay Ave,1961-01-03,315-608-3699
Daniel Williams,92 Park Ave N,1958-06-06,447-528-8293
Andrew Lewis,2507 SW Park Way,1967-03-21,508-735-2330
Lisa Gross,218 Mount Hope Pl,1991-12-12,585-628-1221
Dylan Duncan,1896 North Ln,1991-12-11,937-257-8397
Kara Tran,221-33 39th Ave,1982-12-08,315-993-3934
Bradley Stephens,620 E Tremont Ave,1967-08-30,516-929-8106
Alex Freeman,138-50 Sanford Ave,1966-07-14,838-685-6485
Regina Thornton,1617B St Nicholas Ave,1949-01-20,516-671-7731
James Morris Jr.,2753 Frederick Douglass Blvd,2001-04-01,607-527-8785
Kathy Anderson,3114 E Park Ln,1993-09-27,860-216-8981
Tyrone Fritz,306F Skyline Dr,1982-03-14,516-993-6662
Sheila Price,2342 Park Pl NW,1976-08-24,516-784-6724
Shannon Barton,41-33 Haight St,1950-01-17,516-328-3615
Sarah Banks,36-85 Gipson St,1966-06-03,680-500-1640
Tony Jacobson,776 Maple St NW,1978-06-13,734-238-4529
Amber Carpenter,136-28 63rd Ave,1977-06-05,838-948-1878
Lisa Lane,995 E 16th St,1971-04-20,631-992-7526
Rebecca Smith,315A Annadale Rd,1961-04-05,917-474-4545
Amanda Matthews,2150 Bay Ridge Ave,1989-03-28,631-408-6189
Amanda Alvarez,196 E 7th St,1962-06-03,516-580-9171
Heather Alvarez,66-45 Hull Ave,1957-12-15,631-554-0177
Christina Hernandez,172A Pulaski St,1974-05-07,838-290-2513
Mary Day,3874B Ely Ave,1998-04-10,516-467-7955
Holly Murphy,2773A Creston Ave,1968-09-10,315-258-2184
Christina Hodge,54-16 98th Pl,1937-10-07,315-653-5262
Angela Arnold,114-32 Exeter St,1944-05-22,929-857-1771
Bonnie Cruz,635 St Johns Pl,1983-09-29,838-612-9544
Amy Jacobs,3433 NW 12th Ave,1957-01-06,805-614-8053
Melanie Moore,1602 Ave Y,1956-01-15,516-378-9793
Marc Reid,918 Lee Ln SE,1953-11-26,757-423-5819
Jeremy Gutierrez,44-29 40th St,1968-10-19,347-601-0245
Craig Robinson II,158-9 65th Ave,1967-02-19,838-906-9757
Christopher Crawford,726 S Park Pl,2001-04-08,838-726-6543
Bryce Frey Jr.,2576 Park Ave,1955-01-13,848-887-3710
Matthew Sutton,169A Havemeyer St,1993-04-27,680-765-3319
Don Franco,4767 NE 2nd Ln,1941-05-21,561-571-8807
Jaclyn Santos,230 Manida St,1980-05-25,929-214-1697
Regina Huang,78-1 32nd Ave,1990-12-25,716-764-3498
David Walker,941 Elder Ave,1975-05-27,838-890-3703
Christopher Rodriguez,174 Rear 27th Ave,2001-11-17,332-563-5031
Christopher Newton,606B Forest Ave,1944-06-26,332-232-9440
Janet Luna,67-43 190th Ln,1973-09-29,838-381-0916
Melissa Chapman,149-41 Merrick Blvd,1964-09-24,585-767-3659
Bridget Johnson,3395 E Park Dr,1963-08-24,773-920-9832
Amber Flores,82-68 54th Ave,1980-08-13,516-915-1642
Tricia Elizabeth Mccall,2804 Broadway,1981-07-31,516-331-8622
Anthony Cohen,1665 E 10th St,1949-06-24,516-691-5754
Thomas Wilson,534½ Naughton Ave,1962-12-03,914-910-1529
Robert Mcclure,4253 SE 11th Pl,1982-04-12,667-243-0460
Julia Tammy Watson,2669 NW 8th Ave,1959-01-11,631-469-1995
Manuel Sparks,301A Stuyvesant Ave,1964-06-20,838-235-8946
Emma Garcia,163C Chauncey St,1958-05-06,516-523-0008
Andrew Mcdonald,793 Park Dr,1999-01-24,740-586-8563
Kelly Hanna,108-47 46th Ave,1957-02-19,914-938-2412
Michael Elliott,77-8 91st Ave,1961-06-16,680-573-9701
Matthew Vaughn,17B Allen St,1997-12-03,315-263-0030
Jessica Jessica Meyer,2115 Prospect Ave,1938-11-11,516-991-1184
Lauren Newton,524 E 86th St,1957-09-27,585-618-0317
Robert Bates,2347 E Park Rd,1981-09-23,959-926-6224
Janet Stephens,51-50 58th Pl,1963-02-13,315-613-7603
Gabriela Jennifer Gates,2065 Union St,1943-05-17,680-453-9305
Brenda Reynolds,261 W 136th St,1951-09-25,631-769-7100
Maurice Lyons,3534 Irwin Ave,1964-09-21,838-532-1455
Alexander Gray,4157 9th Ln E,1996-12-01,561-320-5778
Juan Fields,349A Henry St,1962-02-12,315-904-6527
Jenny Jenkins,206 Bruckner Blvd,1959-11-06,315-866-3111
Sharon Thompson,78-13 37th Ave,1959-05-11,516-476-0542
Karl Soto,92-4 54th Ave,1991-08-07,516-864-4367
Jacob Sanchez,3503 N 5th Way,1982-01-09,707-401-9622
Brian Roberts,182-64 24th Ave,1959-04-04,585-360-8139
Beth Harris,269 E 19th St,1958-09-19,838-270-1521
Hannah Green,917 W 12th St,2000-01-16,361-442-5601
Melissa Mendez,2836½ Waterbury Ave,1981-08-10,838-484-3237
Bryan Ellison,379 SW Park Ave,1960-01-12,650-539-1848
Kyle Gray,1546 NE Park Ln,1955-02-03,909-278-9249
Natalie Powell,493 E Park Pl,1950-02-11,213-602-6299
Emily Sanders,122-18 31st Ave,1961-08-18,838-949-8966
Katelyn Schroeder,598 NE 13th Way,1970-01-10,513-857-1252
Brian Torres,114 Admiral Ln,1966-03-23,516-499-8411
Mark Robles,1454A Ave Y,2000-11-09,516-388-0129
Francis Nelson,489 Newport St,1956-08-19,516-248-7995
Joshua Wolfe,400 Beach 66th St,1952-09-12,680-589-4692
Alan Flynn,4805 2nd St N,1984-04-30,209-819-9484
Heidi Ball,2146 Randall Ave,1967-09-29,315-305-7314
Connie Spears,1795 E 2nd St,1996-02-27,315-966-5521
Denise Barber,8150 7th Ave,1972-04-22,631-209-5500
Elizabeth Powell,666A Columbus Ave,1986-08-24,315-875-1295
Garrett White,2548 Park Pl E,1967-12-17,816-209-9441
Anne West,1817 3rd Ave,1985-01-31,585-496-9188
Timothy Burns,1430 SW 12th St,1999-09-30,760-624-5236
Keith Harris,3696 Park Dr,1982-06-07,512-445-6891
Jeremy Moore,153-27 N Conduit Ave,1981-01-11,516-656-8501
Mary Williams,470C Pulaski St,1950-03-21,516-890-6774
Amber Green,82-60 138th St,1957-12-28,680-696-8175
Leslie Hamilton,217 Dogwood Way S,2000-03-26,404-372-6139
Gordon Sanchez,282A W 136th St,1961-10-28,516-772-9762
Emily Nielsen,884B Amsterdam Ave,1969-09-21,680-787-8428
Michelle Fox,61-48 Woodhaven Blvd,1997-08-24,914-734-8455
Karen Jenkins,127 Rear E 235th St,1977-04-19,838-347-5695
Logan Hernandez,82-43 101st Ave,1955-01-14,315-278-3377
Cynthia Smith,62-6 21st Ave,1962-09-27,315-800-7639
David Lara,296A Ridgecrest Ave,1985-05-21,838-378-7256
Judith Ortega,45-44 96th St,1967-09-11,838-277-2009
Patricia Martinez,1620 Elm Ave,1978-01-18,914-844-7674
Ryan Ford,5435 Ave J,1979-09-17,838-650-3922
Ashley Watson,181-43 Jamaica Ave,1991-02-01,516-734-2907
Andrew Gonzalez,2407 SW 12th St,1990-10-12,507-731-4100
William Horton,7516-48 Seaview Ave,1964-11-09,838-228-8966
William Williams,193-65 69th Ave,1977-09-14,516-380-6593
Ashley Nelson,7857 21st Ave,1996-11-08,315-767-5922
Dave Wilson,587A Eagle Ave,1947-03-05,516-784-0332
Kathryn Rodriguez,2603B Bouck Ave,2000-04-17,838-325-8211
Deborah Moore,3768 Park Dr S,1977-05-15,541-429-1402
Taylor Jenny Diaz,1991A Bogart Ave,1973-12-10,585-226-8666
Joseph Calderon,143 Rear Pacific St,1995-05-15,212-555-5240
Jeffrey Baker,1687 Rear Jerome Ave,1991-01-11,646-478-2831
Megan Wood,3623 SW Dogwood Pl,1982-08-18,336-338-8728
Nathaniel Day,1237B Ogden Ave,1991-02-28,680-479-8528
Audrey Vasquez,2092 N Magnolia Ln,1951-01-05,601-898-6414
Robert King,2538 Park Way,1992-09-23,618-492-2928
Allison Mcintosh,2336 NW Park Dr,1972-06-15,838-898-7968
Devin Simmons,76-12 167th St,1990-06-10,914-306-7658
Debbie Suarez,1645 Marine Pkwy,1947-05-25,607-450-8021
Tracy Mejia,201 W 97th St,1946-09-12,516-602-3322
Kevin Perkins,97A Reid Ave,1951-12-26,838-365-9885
Brianna Combs,269½ E 89th St,1986-09-11,607-410-9010
Anna Briggs,29-2 Astoria Blvd,1975-04-10,315-802-4284
Nick Holmes,23-57 Brooklyn Queens Expy W,1951-08-11,212-988-0554
Shelley Petersen,102-18 212th St,1968-04-09,585-803-4178
Michelle Valdez,297 Rear Bay 14th St,1943-06-03,838-423-4067
Jamie Maldonado,340 22nd St,1998-08-13,914-557-9134
Kari Mills,83 E 48th St,1973-07-29,631-270-9455
Jeffrey Hernandez,2172 Park Ln E,1969-02-09,860-390-2403
Michelle Vega,1330 Walton Ave,1990-09-27,332-500-9514
Tyler Petersen,120-35 Metropolitan Ave,1988-01-16,929-490-9626
Ruben Johnson Jr.,51-63 Codwise Pl,1978-08-13,716-590-7018
Xavier Young,53 Sherman St,1970-05-31,315-731-1842
Steven Gonzales,365 E 140th St,1954-07-26,838-626-8784
Zachary Wright,51-32 72nd Pl,1951-03-12,631-833-8752
Perry King,113 S End Ave,1985-09-03,680-898-0390
Matthew Smith,271C Hart St,1977-05-11,315-765-4633
Isabel Dawn Wright,2130 Morris Ave,1973-12-11,680-586-5988
Anthony Griffin Jr.,2982 Valentine Ave,1992-08-06,838-264-8492
Mark Mcknight Jr.,92 E 17th St,1988-03-06,838-884-2362
Richard Smith,900 E 223rd St,1960-02-27,838-220-6857
Jennifer Watson,75 S Lee Ln,1983-07-25,948-486-3876
Cathy Jill Anderson,14-65 165th St,1960-05-02,914-699-0029
Andrew Frye,604 W 133rd St,1960-04-12,347-966-1842
Mary Flores,558A W 125th St,1949-03-06,914-907-1973
Jason Beard,2198 NW Park Rd,2001-03-08,240-290-2152
Sarah Carroll,4753 N 8th Ave,1956-04-17,952-293-8181
Ann Trevino,118½ E 7th St,2001-12-15,838-576-7813
Julie Jensen,1392 W Park Ln,1957-12-09,317-797-0727
Jeremiah Rowland,88-18 102nd St,1991-04-13,838-647-8695
Emily Miller,1625 7th Rd N,1967-01-16,808-560-6832
James Rivera,962 E 222nd St,1950-03-01,315-402-0851
Joshua Bryant,1448 SW Aspen Ln,1982-09-18,719-876-9227
Timothy Benson,20 Jackson Pl,1964-06-01,332-541-7346
Jeffrey Suarez,1576 St Nicholas Ave,1987-03-27,518-297-9065
Brian Giles,1477 Walton Ave,1996-11-16,516-515-3309
James Wilson,164 W 119th St,1999-07-23,516-459-0498
Christina Rebecca Foster,2171D Jerome Ave,1945-05-29,315-200-0644
Brian Merritt,51B W Burnside Ave,1975-01-09,516-286-4716
Michael Walker,116 Ridge St,1983-03-03,646-360-8292
Michael Stark,31-10 200th St,1988-02-24,838-458-7439
Scott Owen Jr.,2417 Webb Ave,1996-12-23,315-599-3745
Debbie Chen,442I Grand St,1957-03-12,680-942-4668
Xavier Beasley,193 Weirfield St,1957-05-29,716-622-8952
Alicia Lewis,151-27 123rd Ave,1978-12-26,315-913-1293
Brendan Morrison,570 Leland Ave,1977-08-18,315-497-8951
Blake Rogers,101-8 Nicolls Ave,1967-12-08,838-964-9340
Ryan Johns,2833 SE 11th Rd,1978-05-01,656-766-5710
Robert Henderson,137-17 Laburnum Ave,1958-11-05,838-891-8754
Cynthia Rodriguez,1143 E Park Rd,1970-09-15,619-446-0693
Austin Hayes,141-63 11th Ave,2001-06-18,716-623-0677
Steven Bennett,4163 9th St SW,1993-12-21,986-934-7439
Kimberly Woods,1897 N Park Ave,1976-04-25,774-499-2302
Allen Franco,2761S Valentine Ave,1962-11-27,212-870-3362
Stephanie Mccarthy,2717 SE Dogwood Way,1957-02-22,731-422-7653
Felicia Reed,4188 NW 9th Way,1953-04-21,423-573-5073
Michael Garner,2262A West St,1973-04-20,838-969-1442
Cory Hays,299 W 124th St,1959-02-14,516-563-7309
Ronald Murphy,1 Port Authority Of Ny Pier 11th,1963-08-12,631-310-5202
Jacob Gaines,2671 N Cedar Ln,1980-05-03,949-838-7047
Robert Barnes,1873 9th Dr N,1994-01-06,775-455-9153
Carolyn Castaneda,3A Polhemus Pl,1964-06-19,838-898-9991
David Spears,42-53 67th St,1973-10-07,838-468-7516
Michelle Green,3986 Foster Ave,1989-05-27,212-330-7079
Patrick Tucker,1046A 39th St,1971-05-28,716-954-1791
Brian Peterson,46 SW 2nd Pl,1958-07-14,269-750-1868
Summer Smith,238 E 48th St,1947-09-30,914-726-0465
Holly Mendoza,81-13 102nd Ave,1977-02-15,680-389-2134
Tiffany White,828A Hart St,1988-03-01,718-211-8522
Abigail Morales,147-8 Northern Blvd,1960-01-14,212-432-8905
Matthew Sims,2478B Surf Ave,1984-10-27,845-571-3237
Ryan Morris,71½ Eckford St,1974-06-28,516-262-9635
Thomas Hall,1507A Ocean Ave,1941-09-18,516-612-6401
David Wells,205A 27th Ave,1972-03-23,680-998-0621
Gina Robinson,1668B Schenectady Ave,1952-09-25,315-518-0323
Corey Anderson,3174 Park St E,1990-01-08,803-274-3362
Mark White,510-73 Gipson St,1962-09-20,585-334-4687
Brad Murray,661 92nd St,1970-08-30,838-539-1141
Jeremy Holloway,169-35 Northern Blvd,1975-04-26,516-388-7518
Jane Fischer,1598 SE 11th St,1946-09-12,831-425-1980
Amy Munoz,688C W 181st St,1958-12-10,516-489-1952
Jared Cox,62-13 Marathon Pkwy,1964-12-28,838-244-9989
James Miller,527-82 Cooper Ave,1946-05-19,315-807-4216
Jason Mcbride Jr.,55-1 206th St,1985-12-14,838-856-1870
David Brown,246-24 76th Ave,1983-02-11,212-280-4027
Nick Gray,128 Rear St Felix St,1978-03-06,934-218-0450
Jeremiah Cain,246 W 74th St,1965-11-23,315-477-7240
Jonathan Mendoza,182 Louisiana Ave,1957-06-03,315-703-6088
Robert Phillips,614 E 140th St,1979-07-20,631-854-2725
Christine Wiley,106-18 53rd Ave,1954-02-19,516-929-0449
Makayla Oneal,2708 Dewitt Pl,1980-05-10,315-771-0642
Dawn Harvey,1443 Townsend Ave,1990-12-24,585-639-0620
Kurt Sanchez,969A E 149th St,1952-08-11,315-291-2182
Andrea Salazar,2960 Frederick Douglass Blvd,1965-09-15,838-769-8271
John Ferrell,299 Central Park W,1982-05-07,585-848-7790
Gabriel Swanson,595-53 Burns St,1965-01-12,914-890-0800
Melissa Kennedy,2607 Heath Ave,1982-01-11,315-778-3240
Stephanie Castro,69A W 11th St,1998-07-06,516-505-3654
Samantha Jensen,26 Rear W Kingsbridge Rd,1982-08-15,315-793-9579
Anthony Cruz,130-5 31st Ave,1963-12-22,516-940-0959
Daniel Clark,40-52 69th St,1960-10-11,315-457-2004
Briana Nelson,6130A New Utrecht Ave,1978-10-20,516-429-4939
Dana Hall,433 E 23rd St,1991-04-17,716-983-0918
David Brown II,55-37 92nd St,1989-01-07,631-408-9149
Shelly Williams,57-11 65th St,1983-04-13,332-967-5498
Nick Maynard,3541 8th Dr E,1985-05-11,414-515-0372
Thomas Sutton,445 E 187th St,1974-07-03,838-843-7932
Albert Roman,1869B Amsterdam Ave,1988-04-13,332-511-1849
Ryan Yang,3390 7th Ave NW,2000-12-27,567-251-7746
Keith Davis,870 Maple Ave W,1981-05-29,989-215-5815
Alexander Castro,702I Underhill Ave,1987-08-19,680-651-2718
Ashley Watkins,43-68 44th St,1953-08-08,914-451-0977
Regina Miller,5 Dahl Ct,1986-03-10,646-565-2700
Zoe Bowers,4616 SE 3rd Pl,1960-03-29,858-994-4430
Vanessa Zavala,83-51 102nd Rd,1953-02-10,585-980-5214
Chase Reyes,6804 Bliss Terrace,1974-11-28,838-672-0979
Michael Ayers,89-16 54th Ave,2001-10-28,585-988-9462
Kimberly Smith,1408 St Nicholas Ave,2000-11-28,516-256-5168
Stephanie Boyd,54 Middagh St,1981-08-27,929-886-6587
Crystal Pierce,4858 SW Maple Way,1949-03-23,270-509-7884
Justin Johnson Jr.,1575 2nd Ave,1960-04-30,516-318-8866
John Brown,333 Park Rd,1979-01-02,646-316-6255
Julie Thompson,31½ Kosciuszko St,1975-11-25,716-428-2452
Tamara Lamb,80-10 Cowles Ct,1974-07-22,838-355-1831
Lisa Lisa Jacobs,413 Pine St,1941-09-01,707-577-2334
Melissa Hernandez,301 Fanning St,1959-03-13,585-663-6314
Michael Smith,163 NE Park Ave,1984-10-23,307-892-1435
Johnny Cross,232 W 88th St,1987-01-19,332-694-8559
Lindsey Pollard,398 3rd Ave,1971-01-05,305-977-1965
Omar Frey Jr.,333 Dogwood Dr NW,1982-04-21,629-276-3091
Gary Rodriguez,344A Rochester Ave,1954-05-11,516-934-9355
Monica Payne,1974 Park St S,1968-03-13,516-834-7020
Roberto Robinson,152 Ave C,1987-02-14,838-526-6205
Wendy Mullen,581B Marcy Ave,1945-07-19,914-687-9030
Darryl Campbell,161 E 41st St,1985-12-14,585-465-3098
Michael Welch,383 Gar W 125th St,1965-10-21,716-927-5057
Nick Elliott,2395 Park Ave SE,1972-11-17,682-298-3354
Kelsey Wagner,85-41 67th Dr,2001-06-24,934-848-0036
Frances Fox,57-40 72nd St,1996-07-09,631-416-3211
Kristen Schneider,155-56 24th Ave,1960-12-24,838-580-8232
Leah Jones,173 Atlantic Ave,1994-03-25,315-260-7028
Kevin Moody,1926 6th Dr SW,1966-08-14,903-924-2876
Brittany Cooper,64½ W 115th St,1978-07-28,516-303-6794
Melinda Samantha Bond,52-61 213th St,1980-06-01,332-804-4713
Kathleen Davis,254 Beaumont St,1997-12-25,516-396-3359
Sarah Stout,2793 3rd Ln,1958-10-31,952-988-3021
Sarah Odonnell,134-14 115th Ave,1971-07-02,680-570-9912
Tanner Flores,73 Glen St,1963-02-27,315-990-3463
Karen Kelley,240 Park Ave W,1967-03-31,409-704-3007
Michelle Wright,15 Fort Charles Pl,1980-08-07,838-425-5368
Scott Zuniga,1721 Clay Ave,1977-07-04,585-499-0444
Daniel Stone,346 E 54th St,1974-05-02,914-244-7063
Felicia Hamilton,135 Autumn Ave,1965-03-06,332-567-8208
Michelle Campbell,2348 W Park St,1967-11-23,510-781-7489
Brian Anderson Jr.,7909 23rd Ave,1996-03-10,914-709-0292
Wanda Montgomery,425 Main St,1961-07-12,716-946-8787
Michael Nash,1647 2nd Ln SW,1992-03-10,762-223-2142
Mario Warner,5023A Broadway,1983-07-18,914-732-9339
Shawn Gray,406 3rd Ave,1966-12-17,516-342-2888
William Nguyen,181-17 39th Ave,1959-03-09,315-276-1691
Sara Burns,132 Chestnut Ave,1966-05-24,646-925-4620
Andrew Hale,2073 Cortelyou Rd,1969-10-02,212-673-0386
Joshua Thompson,35 Lawrence Ave,1939-04-15,585-407-4777
Margaret Jenkins,162 Sutter Ave,1995-08-14,914-798-6450
Martin Walker,40-18 Berrian Blvd,1951-10-22,838-632-5297
Adam Hamilton,1334A Gillespie Ave,1972-01-20,516-637-1379
Erica Waller,327½ W 87th St,1959-02-27,315-841-5110
Elizabeth Olson,648 Rear 40th St,1962-04-18,914-372-0659
Brittany Hall,5352 1st Ave,1955-08-07,516-468-4999
Paul Chaney,146-4 34th Ave,1945-11-11,646-714-0430
Steve Wallace,29-16 Bell Blvd,1977-09-24,585-381-1010
Anna Brown,2521 Fulton St,1939-01-17,646-282-0996
Wesley Hayes,99-43 84th St,1997-09-14,680-726-1910
Kimberly Thompson,3733 Park St N,1999-07-05,816-366-1501
Curtis Shepherd,2481 Park St W,1983-05-16,509-361-1420
Ricky Hudson,470 E 161st St,1984-11-11,332-638-4391
Bethany Harris,12 Rutherford Pl,1995-01-06,607-507-2704
Tammy Singh,85-57 106th St,1962-12-13,838-639-5721
Dakota Jones,1640 55th St,1984-02-04,631-929-2306
Deborah Johnston,2015 Columbine Ave N,1983-03-23,719-801-3748
Ryan Chen,4786 6th Ln E,1976-07-17,305-373-9848
Timothy Bennett Jr.,42-40 Syringa Pl,1989-08-06,631-688-0010
Daniel Graham V,1836 54th St,1985-08-18,845-636-8373
Theresa Moore,2872 W Highland Way,1967-11-08,978-610-6131
